query,length,numDigits,numPeriods,numDashes,includesCom,includesNet,includesOrg,includesEdu,includesCdn,includesAds,label
d1z2jf7jlzjs58.cloudfront.net,29,5,2,0,0,1,0,0,0,0,0
d1z2jf7jlzjs58.cloudfront.net,29,5,2,0,0,1,0,0,0,0,0
cdn.doubleverify.com,20,0,2,0,1,0,0,0,1,0,0
cdn.doubleverify.com,20,0,2,0,1,0,0,0,1,0,0
use-va1.adsrvr.org,18,1,2,1,0,0,1,0,0,1,0
use-va1.adsrvr.org,18,1,2,1,0,0,1,0,0,1,0
choices.truste.com,18,0,2,0,1,0,0,0,0,0,0
choices.truste.com,18,0,2,0,1,0,0,0,0,0,0
atpixelus.alephd.com,20,0,2,0,1,0,0,0,0,0,0
atpixelus.alephd.com,20,0,2,0,1,0,0,0,0,0,0
z.moatads.com,13,0,2,0,1,0,0,0,0,1,0
video.adaptv.advertising.com,28,0,3,0,1,0,0,0,0,0,0
z.moatads.com,13,0,2,0,1,0,0,0,0,1,0
video.adaptv.advertising.com,28,0,3,0,1,0,0,0,0,0,0
z.moatads.com,13,0,2,0,1,0,0,0,0,1,0
srv-2018-12-11-17.config.parsely.com,36,10,3,4,1,0,0,0,0,0,0
srv-2018-12-11-17.config.parsely.com,36,10,3,4,1,0,0,0,0,0,0
rtb0.doubleverify.com,21,1,2,0,1,0,0,0,0,0,0
rtb0.doubleverify.com,21,1,2,0,1,0,0,0,0,0,0
ocsp.usertrust.com,18,0,2,0,1,0,0,0,0,0,0
ads.yap.yahoo.com,17,0,3,0,1,0,0,0,0,1,0
ocsp.usertrust.com,18,0,2,0,1,0,0,0,0,0,0
ocsp.usertrust.com,18,0,2,0,1,0,0,0,0,0,0
ads.yap.yahoo.com,17,0,3,0,1,0,0,0,0,1,0
ads.yap.yahoo.com,17,0,3,0,1,0,0,0,0,1,0
img.vidible.tv,14,0,2,0,0,0,0,0,0,0,0
img.vidible.tv,14,0,2,0,0,0,0,0,0,0,0
ocsp.netsolssl.com,18,0,2,0,1,1,0,0,0,0,0
ocsp.netsolssl.com,18,0,2,0,1,1,0,0,0,0,0
tps710.doubleverify.com,23,3,2,0,1,0,0,0,0,0,0
tps712.doubleverify.com,23,3,2,0,1,0,0,0,0,0,0
tps710.doubleverify.com,23,3,2,0,1,0,0,0,0,0,0
tps712.doubleverify.com,23,3,2,0,1,0,0,0,0,0,0
tps710.doubleverify.com,23,3,2,0,1,0,0,0,0,0,0
tps712.doubleverify.com,23,3,2,0,1,0,0,0,0,0,0
px.moatads.com,14,0,2,0,1,0,0,0,0,1,0
px.moatads.com,14,0,2,0,1,0,0,0,0,1,0
log.pinterest.com,17,0,2,0,1,0,0,0,0,0,0
log.pinterest.com,17,0,2,0,1,0,0,0,0,0,0
srv-2018-12-11-17.pixel.parsely.com,35,10,3,4,1,0,0,0,0,0,0
srv-2018-12-11-17.pixel.parsely.com,35,10,3,4,1,0,0,0,0,0,0
polarcdn-pentos.com,19,0,1,1,1,0,0,0,1,0,0
polarcdn-pentos.com,19,0,1,1,1,0,0,0,1,0,0
bw-prod.plrsrvcs.com,20,0,2,1,1,0,0,0,0,0,0
bw-prod.plrsrvcs.com,20,0,2,1,1,0,0,0,0,0,0
geo.moatads.com,15,0,2,0,1,0,0,0,0,1,0
geo.moatads.com,15,0,2,0,1,0,0,0,0,1,0
bw-prod.plrsrvcs.com,20,0,2,1,1,0,0,0,0,0,0
bw-prod.plrsrvcs.com,20,0,2,1,1,0,0,0,0,0,0
c.betrad.com,12,0,2,0,1,0,0,0,0,0,0
c.betrad.com,12,0,2,0,1,0,0,0,0,0,0
sb.voicefive.com,16,0,2,0,1,0,0,0,0,0,0
sb.voicefive.com,16,0,2,0,1,0,0,0,0,0,0
sb.voicefive.com,16,0,2,0,1,0,0,0,0,0,0
polarcdn-terrax.com,19,0,1,1,1,0,0,0,1,0,0
polarcdn-terrax.com,19,0,1,1,1,0,0,0,1,0,0
polarcdn-terrax.com,19,0,1,1,1,0,0,0,1,0,0
yelp.com,8,0,1,0,1,0,0,0,0,0,1
yelp.com,8,0,1,0,1,0,0,0,0,0,1
c.evidon.com,12,0,2,0,1,0,0,0,0,0,0
c.evidon.com,12,0,2,0,1,0,0,0,0,0,0
c.evidon.com,12,0,2,0,1,0,0,0,0,0,0
c.evidon.com,12,0,2,0,1,0,0,0,0,0,0
sa.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
sa.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
sb.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
sb.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
yelp.com,8,0,1,0,1,0,0,0,0,0,1
yelp.com,8,0,1,0,1,0,0,0,0,0,1
yelp.com,8,0,1,0,1,0,0,0,0,0,1
tps.doubleverify.com,20,0,2,0,1,0,0,0,0,0,0
tps.doubleverify.com,20,0,2,0,1,0,0,0,0,0,0
tps30.doubleverify.com,22,2,2,0,1,0,0,0,0,0,0
tps30.doubleverify.com,22,2,2,0,1,0,0,0,0,0,0
s-jsonp.moatads.com,19,0,2,1,1,0,0,0,0,1,0
s-jsonp.moatads.com,19,0,2,1,1,0,0,0,0,1,0
ar.voicefive.com,16,0,2,0,1,0,0,0,0,0,0
ar.voicefive.com,16,0,2,0,1,0,0,0,0,0,0
ar.voicefive.com,16,0,2,0,1,0,0,0,0,0,0
s3-media4.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media1.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media4.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
yelp.com,8,0,1,0,1,0,0,0,0,0,1
yelp.com,8,0,1,0,1,0,0,0,0,0,1
s3-media1.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media1.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media4.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media2.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media2.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
cdnjs.cloudflare.com,20,0,2,0,1,0,0,0,1,0,0
cdnjs.cloudflare.com,20,0,2,0,1,0,0,0,1,0,0
s3-media2.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media3.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media3.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
s3-media3.fl.yelpcdn.com,24,2,3,1,1,0,0,0,1,0,0
6372968.fls.doubleclick.net,27,7,3,0,0,1,0,0,0,0,0
6372968.fls.doubleclick.net,27,7,3,0,0,1,0,0,0,0,0
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
gannett-cdn.com,15,0,1,1,1,0,0,0,1,0,0
gannett-cdn.com,15,0,1,1,1,0,0,0,1,0,0
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
usatoday.com,12,0,1,0,1,0,0,0,0,0,1
try.abtasty.com,15,0,2,0,1,0,0,0,0,0,0
try.abtasty.com,15,0,2,0,1,0,0,0,0,0,0
try.abtasty.com,15,0,2,0,1,0,0,0,0,0,0
login.gcion.com,15,0,2,0,1,0,0,0,0,0,0
login.gcion.com,15,0,2,0,1,0,0,0,0,0,0
static.scroll.com,17,0,2,0,1,0,0,0,0,0,0
cdn.taboola.com,15,0,2,0,1,0,0,0,1,0,0
web-sdk.urbanairship.com,24,0,2,1,1,0,0,0,0,0,0
cdn.taboola.com,15,0,2,0,1,0,0,0,1,0,0
static.scroll.com,17,0,2,0,1,0,0,0,0,0,0
web-sdk.urbanairship.com,24,0,2,1,1,0,0,0,0,0,0
web-sdk.urbanairship.com,24,0,2,1,1,0,0,0,0,0,0
static.scroll.com,17,0,2,0,1,0,0,0,0,0,0
dcinfos.abtasty.com,19,0,2,0,1,0,0,0,0,0,0
ariane.abtasty.com,18,0,2,0,1,0,0,0,0,0,0
dcinfos.abtasty.com,19,0,2,0,1,0,0,0,0,0,0
ariane.abtasty.com,18,0,2,0,1,0,0,0,0,0,0
ariane.abtasty.com,18,0,2,0,1,0,0,0,0,0,0
dcinfos.abtasty.com,19,0,2,0,1,0,0,0,0,0,0
widget.perfectmarket.com,24,0,2,0,1,0,0,0,0,0,0
widget.perfectmarket.com,24,0,2,0,1,0,0,0,0,0,0
ocsp.int-x3.letsencrypt.org,27,1,3,1,0,0,1,0,0,0,0
ocsp.int-x3.letsencrypt.org,27,1,3,1,0,0,1,0,0,0,0
widget.perfectmarket.com,24,0,2,0,1,0,0,0,0,0,0
7q1z79gxsi.global.ssl.fastly.net,32,4,4,0,0,1,0,0,0,0,0
clarium.global.ssl.fastly.net,29,0,4,0,0,1,0,0,0,0,0
clarium.global.ssl.fastly.net,29,0,4,0,0,1,0,0,0,0,0
7q1z79gxsi.global.ssl.fastly.net,32,4,4,0,0,1,0,0,0,0,0
connect.scroll.com,18,0,2,0,1,0,0,0,0,0,0
connect.scroll.com,18,0,2,0,1,0,0,0,0,0,0
7q1z79gxsi.global.ssl.fastly.net,32,4,4,0,0,1,0,0,0,0,0
user.usatoday.com,17,0,2,0,1,0,0,0,0,0,0
user.usatoday.com,17,0,2,0,1,0,0,0,0,0,0
user.usatoday.com,17,0,2,0,1,0,0,0,0,0,0
c.amazon-adsystem.com,21,0,2,1,1,0,0,0,0,1,0
aax.amazon-adsystem.com,23,0,2,1,1,0,0,0,0,1,0
aax.amazon-adsystem.com,23,0,2,1,1,0,0,0,0,1,0
c.amazon-adsystem.com,21,0,2,1,1,0,0,0,0,1,0
c.amazon-adsystem.com,21,0,2,1,1,0,0,0,0,1,0
content-static.gannett.com,26,0,2,1,1,0,0,0,0,0,0
match.adsrvr.org,16,0,2,0,0,0,1,0,0,1,0
match.adsrvr.org,16,0,2,0,0,0,1,0,0,1,0
content-static.gannett.com,26,0,2,1,1,0,0,0,0,0,0
content-static.gannett.com,26,0,2,1,1,0,0,0,0,0,0
e.serverbid.com,15,0,2,0,1,0,0,0,0,0,0
e.serverbid.com,15,0,2,0,1,0,0,0,0,0,0
tlx.3lift.com,13,1,2,0,1,0,0,0,0,0,0
gannett-d.openx.net,19,0,2,1,0,1,0,0,0,0,0
tlx.3lift.com,13,1,2,0,1,0,0,0,0,0,0
adserver.adtechus.com,21,0,2,0,1,0,0,0,0,1,0
adserver.adtechus.com,21,0,2,0,1,0,0,0,0,1,0
gannett-d.openx.net,19,0,2,1,0,1,0,0,0,0,0
gannett-d.openx.net,19,0,2,1,0,1,0,0,0,0,0
gannett-d.openx.net,19,0,2,1,0,1,0,0,0,0,0
colossusssp.com,15,0,1,0,1,0,0,0,0,0,1
colossusssp.com,15,0,1,0,1,0,0,0,0,0,1
bidder.criteo.com,17,0,2,0,1,0,0,0,0,0,0
bidder.criteo.com,17,0,2,0,1,0,0,0,0,0,0
fastlane.rubiconproject.com,27,0,2,0,1,0,0,0,0,0,0
fastlane.rubiconproject.com,27,0,2,0,1,0,0,0,0,0,0
ocsp.godaddy.com,16,0,2,0,1,0,0,0,0,0,0
ocsp.godaddy.com,16,0,2,0,1,0,0,0,0,0,0
s.amazon-adsystem.com,21,0,2,1,1,0,0,0,0,1,0
s.amazon-adsystem.com,21,0,2,1,1,0,0,0,0,1,0
trc.taboola.com,15,0,2,0,1,0,0,0,0,0,0
trc.taboola.com,15,0,2,0,1,0,0,0,0,0,0
media.gannett-cdn.com,21,0,2,1,1,0,0,0,1,0,0
media.gannett-cdn.com,21,0,2,1,1,0,0,0,1,0,0
tag.bounceexchange.com,22,0,2,0,1,0,0,0,0,0,0
tag.bounceexchange.com,22,0,2,0,1,0,0,0,0,0,0
dpm.demdex.net,14,0,2,0,0,1,0,0,0,0,0
dpm.demdex.net,14,0,2,0,0,1,0,0,0,0,0
npttech.com,11,0,1,0,1,0,0,0,0,0,0
npttech.com,11,0,1,0,1,0,0,0,0,0,0
gannett.demdex.net,18,0,2,0,0,1,0,0,0,0,0
srepdata.usatoday.com,21,0,2,0,1,0,0,0,0,0,0
cm.everesttech.net,18,0,2,0,0,1,0,0,0,0,0
cm.everesttech.net,18,0,2,0,0,1,0,0,0,0,0
srepdata.usatoday.com,21,0,2,0,1,0,0,0,0,0,0
gannett.demdex.net,18,0,2,0,0,1,0,0,0,0,0
gannett.demdex.net,18,0,2,0,0,1,0,0,0,0,0
srepdata.usatoday.com,21,0,2,0,1,0,0,0,0,0,0
gannett.demdex.net,18,0,2,0,0,1,0,0,0,0,0
npr.org,7,0,1,0,0,0,1,0,0,0,1
npr.org,7,0,1,0,0,0,1,0,0,0,1
npr.org,7,0,1,0,0,0,1,0,0,0,1
npr.org,7,0,1,0,0,0,1,0,0,0,1
pixel.cdnwidget.com,19,0,2,0,1,0,0,0,1,0,0
npr.org,7,0,1,0,0,0,1,0,0,0,1
pixel.cdnwidget.com,19,0,2,0,1,0,0,0,1,0,0
npr.org,7,0,1,0,0,0,1,0,0,0,1
pixel.cdnwidget.com,19,0,2,0,1,0,0,0,1,0,0
pixel.cdnwidget.com,19,0,2,0,1,0,0,0,1,0,0
pixel.cdnwidget.com,19,0,2,0,1,0,0,0,1,0,0
server.exposebox.com,20,0,2,0,1,0,0,0,0,0,0
server.exposebox.com,20,0,2,0,1,0,0,0,0,0,0
rtb.mfadsrvr.com,16,0,2,0,1,0,0,0,0,1,0
rtb.mfadsrvr.com,16,0,2,0,1,0,0,0,0,1,0
px.powerlinks.com,17,0,2,0,1,0,0,0,0,0,0
px.powerlinks.com,17,0,2,0,1,0,0,0,0,0,0
storygize.net,13,0,1,0,0,1,0,0,0,0,0
bttrack.com,11,0,1,0,1,0,0,0,0,0,0
x.bidswitch.net,15,0,2,0,0,1,0,0,0,0,0
bttrack.com,11,0,1,0,1,0,0,0,0,0,0
x.bidswitch.net,15,0,2,0,0,1,0,0,0,0,0
storygize.net,13,0,1,0,0,1,0,0,0,0,0
storygize.net,13,0,1,0,0,1,0,0,0,0,0
storygize.net,13,0,1,0,0,1,0,0,0,0,0
connect.facebook.net,20,0,2,0,0,1,0,0,0,0,0
connect.facebook.net,20,0,2,0,0,1,0,0,0,0,0
assets.bounceexchange.com,25,0,2,0,1,0,0,0,0,0,0
assets.bounceexchange.com,25,0,2,0,1,0,0,0,0,0,0
assets.bounceexchange.com,25,0,2,0,1,0,0,0,0,0,0
cdn.undertone.com,17,0,2,0,1,0,0,0,1,0,0
cdn.undertone.com,17,0,2,0,1,0,0,0,1,0,0
static.polarcdn.com,19,0,2,0,1,0,0,0,1,0,0
static.polarcdn.com,19,0,2,0,1,0,0,0,1,0,0
tpc.googlesyndication.com,25,0,2,0,1,0,0,0,0,0,0
tpc.googlesyndication.com,25,0,2,0,1,0,0,0,0,0,0
mab.chartbeat.com,17,0,2,0,1,0,0,0,0,0,0
mab.chartbeat.com,17,0,2,0,1,0,0,0,0,0,0
mab.chartbeat.com,17,0,2,0,1,0,0,0,0,0,0
content.googleapis.com,22,0,2,0,1,0,0,0,0,0,0
content.googleapis.com,22,0,2,0,1,0,0,0,0,0,0
ads.undertone.com,17,0,2,0,1,0,0,0,0,1,0
match.taboola.com,17,0,2,0,1,0,0,0,0,0,0
ads.undertone.com,17,0,2,0,1,0,0,0,0,1,0
match.taboola.com,17,0,2,0,1,0,0,0,0,0,0
bsw.digitru.st,14,0,2,0,0,0,0,0,0,0,0
bsw.digitru.st,14,0,2,0,0,0,0,0,0,0,0
ads.undertone.com,17,0,2,0,1,0,0,0,0,1,0
ads.undertone.com,17,0,2,0,1,0,0,0,0,1,0
data.cdnbasket.net,18,0,2,0,0,1,0,0,1,0,0
data.cdnbasket.net,18,0,2,0,0,1,0,0,1,0,0
page.cdnbasket.net,18,0,2,0,0,1,0,0,1,0,0
page.cdnbasket.net,18,0,2,0,0,1,0,0,1,0,0
view.cdnbasket.net,18,0,2,0,0,1,0,0,1,0,0
view.cdnbasket.net,18,0,2,0,0,1,0,0,1,0,0
facebook.com,12,0,1,0,1,0,0,0,0,0,1
facebook.com,12,0,1,0,1,0,0,0,0,0,1
gce-or.bidswitch.net,20,0,2,1,0,1,0,0,0,0,0
gce-or.bidswitch.net,20,0,2,1,0,1,0,0,0,0,0
ping.chartbeat.net,18,0,2,0,0,1,0,0,0,0,0
ping.chartbeat.net,18,0,2,0,0,1,0,0,0,0,0
cdn.adnxs.com,13,0,2,0,1,0,0,0,1,0,0
lax1-ib.adnxs.com,17,1,2,1,1,0,0,0,0,0,0
lax1-ib.adnxs.com,17,1,2,1,1,0,0,0,0,0,0
cdn.adnxs.com,13,0,2,0,1,0,0,0,1,0,0
cdn.adnxs.com,13,0,2,0,1,0,0,0,1,0,0
cdn.adnxs.com,13,0,2,0,1,0,0,0,1,0,0
images.taboola.com,18,0,2,0,1,0,0,0,0,0,0
images.taboola.com,18,0,2,0,1,0,0,0,0,0,0
geo.moatads.com,15,0,2,0,1,0,0,0,0,1,0
geo.moatads.com,15,0,2,0,1,0,0,0,0,1,0
ads.sparkflow.net,17,0,2,0,0,1,0,0,0,1,0
ads.sparkflow.net,17,0,2,0,0,1,0,0,0,1,0
c.betrad.com,12,0,2,0,1,0,0,0,0,0,0
c.betrad.com,12,0,2,0,1,0,0,0,0,0,0
tag.yieldoptimizer.com,22,0,2,0,1,0,0,0,0,0,0
tag.yieldoptimizer.com,22,0,2,0,1,0,0,0,0,0,0
sa.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
sa.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
sa.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
sa.scorecardresearch.com,24,0,2,0,1,0,0,0,0,0,0
ids.cdnwidget.com,17,0,2,0,1,0,0,0,1,0,0
ids.cdnwidget.com,17,0,2,0,1,0,0,0,1,0,0
ids.cdnwidget.com,17,0,2,0,1,0,0,0,1,0,0
ids.cdnwidget.com,17,0,2,0,1,0,0,0,1,0,0
cdn.optimizely.com,18,0,2,0,1,0,0,0,1,0,0
cdn.optimizely.com,18,0,2,0,1,0,0,0,1,0,0
s.npr.org,9,0,2,0,0,0,1,0,0,0,0
s.npr.org,9,0,2,0,0,0,1,0,0,0,0
media.npr.org,13,0,2,0,0,0,1,0,0,0,0
npr.org,7,0,1,0,0,0,1,0,0,0,1
npr.org,7,0,1,0,0,0,1,0,0,0,1
media.npr.org,13,0,2,0,0,0,1,0,0,0,0
media.npr.org,13,0,2,0,0,0,1,0,0,0,0
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
a11107397707.cdn.optimizely.com,31,11,3,0,1,0,0,0,1,0,0
a11107397707.cdn.optimizely.com,31,11,3,0,1,0,0,0,1,0,0
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
logx.optimizely.com,19,0,2,0,1,0,0,0,0,0,0
logx.optimizely.com,19,0,2,0,1,0,0,0,0,0,0
errors.client.optimizely.com,28,0,3,0,1,0,0,0,0,0,0
errors.client.optimizely.com,28,0,3,0,1,0,0,0,0,0,0
errors.client.optimizely.com,28,0,3,0,1,0,0,0,0,0,0
dap.digitalgov.gov,18,0,2,0,0,0,0,0,0,0,0
script.crazyegg.com,19,0,2,0,1,0,0,0,0,0,0
script.crazyegg.com,19,0,2,0,1,0,0,0,0,0,0
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
nasa.gov,8,0,1,0,0,0,0,0,0,0,1
dap.digitalgov.gov,18,0,2,0,0,0,0,0,0,0,0
dap.digitalgov.gov,18,0,2,0,0,0,0,0,0,0,0
fonts.gstatic.com,17,0,2,0,1,0,0,0,0,0,0
fonts.gstatic.com,17,0,2,0,1,0,0,0,0,0,0
gateway.answerscloud.com,24,0,2,0,1,0,0,0,0,0,0
gateway.answerscloud.com,24,0,2,0,1,0,0,0,0,0,0
gateway.answerscloud.com,24,0,2,0,1,0,0,0,0,0,0
s7.addthis.com,14,1,2,0,1,0,0,0,0,0,0
s7.addthis.com,14,1,2,0,1,0,0,0,0,0,0
gtrk.s3.amazonaws.com,21,1,3,0,1,0,0,0,0,0,0
gtrk.s3.amazonaws.com,21,1,3,0,1,0,0,0,0,0,0
gtrk.s3.amazonaws.com,21,1,3,0,1,0,0,0,0,0,0
platform.twitter.com,20,0,2,0,1,0,0,0,0,0,0
platform.twitter.com,20,0,2,0,1,0,0,0,0,0,0
cdn.syndication.twimg.com,25,0,3,0,1,0,0,0,1,0,0
cdn.syndication.twimg.com,25,0,3,0,1,0,0,0,1,0,0
skype.com,9,0,1,0,1,0,0,0,0,0,1
skype.com,9,0,1,0,1,0,0,0,0,0,1
skype.com,9,0,1,0,1,0,0,0,0,0,1
abs.twimg.com,13,0,2,0,1,0,0,0,0,0,0
abs.twimg.com,13,0,2,0,1,0,0,0,0,0,0
pbs.twimg.com,13,0,2,0,1,0,0,0,0,0,0
pbs.twimg.com,13,0,2,0,1,0,0,0,0,0,0
pbs.twimg.com,13,0,2,0,1,0,0,0,0,0,0
